id,hash,entry_id,repeat,of3b,cf2b,cf3b,ef3b,af1b,of1,of2,of5,cf3,cf5,ef2,ef4,ef5,af1,af3,af6,nf1,nf4,nf6,model,input_tokens,output_tokens
6886,f0100e74c890e3a35a0a1add2f13b56af224daacbec669a82ba738f64be778e2,187,0,5,7,8,5,4,2,4,6,7,7,3,6,2,6,6,4,2,3,2,gpt-5-mini-2025-08-07,938,803
6887,f0100e74c890e3a35a0a1add2f13b56af224daacbec669a82ba738f64be778e2,187,1,5,7,7,4,3,2,5,7,6,7,3,5,2,6,6,3,2,3,3,gpt-5-mini-2025-08-07,874,803
6888,f0100e74c890e3a35a0a1add2f13b56af224daacbec669a82ba738f64be778e2,187,2,5,6,8,5,5,2,6,6,7,7,3,5,2,6,5,3,2,4,3,gpt-5-mini-2025-08-07,874,803
6889,f0100e74c890e3a35a0a1add2f13b56af224daacbec669a82ba738f64be778e2,187,0,5,6,8,5,3,2,4,6,7,7,3,5,2,7,3,3,3,3,4,gpt-5-mini-2025-08-07,724,803
6890,f0100e74c890e3a35a0a1add2f13b56af224daacbec669a82ba738f64be778e2,187,1,3,6,8,5,3,1,5,6,7,7,2,6,2,6,5,3,3,4,2,gpt-5-mini-2025-08-07,810,803
6891,f0100e74c890e3a35a0a1add2f13b56af224daacbec669a82ba738f64be778e2,187,2,2,7,8,4,4,1,4,6,7,7,3,5,2,5,5,4,3,3,2,gpt-5-mini-2025-08-07,746,803
6892,f0100e74c890e3a35a0a1add2f13b56af224daacbec669a82ba738f64be778e2,187,0,6,6,7,4,5,2,5,6,6,6,3,5,2,6,5,3,3,4,3,gpt-5-mini-2025-08-07,682,803
6893,f0100e74c890e3a35a0a1add2f13b56af224daacbec669a82ba738f64be778e2,187,1,4,6,7,5,3,2,5,6,6,7,3,6,2,5,3,3,3,3,3,gpt-5-mini-2025-08-07,810,803
6894,f0100e74c890e3a35a0a1add2f13b56af224daacbec669a82ba738f64be778e2,187,2,5,6,8,4,3,2,5,6,7,7,3,5,2,6,3,3,3,3,3,gpt-5-mini-2025-08-07,874,803
6895,2c4dcf84f5f64ec91334425d731fd29b1fb5aa588a2eaa5ba5b9246ef45618b4,188,0,8,8,7,6,6,5,6,9,6,7,3,7,3,4,6,5,4,5,4,gpt-5-mini-2025-08-07,938,1533
6896,2c4dcf84f5f64ec91334425d731fd29b1fb5aa588a2eaa5ba5b9246ef45618b4,188,1,8,8,8,7,6,6,7,9,7,8,3,8,3,3,6,5,5,5,5,gpt-5-mini-2025-08-07,938,1533
6897,2c4dcf84f5f64ec91334425d731fd29b1fb5aa588a2eaa5ba5b9246ef45618b4,188,2,8,8,8,7,6,6,7,9,7,8,3,8,3,3,6,5,5,6,5,gpt-5-mini-2025-08-07,874,1533
6898,ceb89c939647f4d518691e89cac264661ea2dfb8a8826ec668c1ab6c545509fa,189,0,7,6,7,5,6,3,6,8,6,7,3,5,2,4,4,6,3,5,4,gpt-5-mini-2025-08-07,1002,826
6899,ceb89c939647f4d518691e89cac264661ea2dfb8a8826ec668c1ab6c545509fa,189,1,7,7,7,5,6,6,7,8,6,5,4,5,3,4,4,6,4,6,4,gpt-5-mini-2025-08-07,1130,826
6900,ceb89c939647f4d518691e89cac264661ea2dfb8a8826ec668c1ab6c545509fa,189,2,8,6,7,5,6,4,6,8,6,6,3,5,2,4,4,6,3,5,4,gpt-5-mini-2025-08-07,1258,826
6901,3410a29d1d517e75368a16afb7a8f2a66fd764a86b8efd25fed9a9b4584d41e7,190,0,8,6,6,7,4,7,7,8,6,6,5,7,4,5,4,6,6,6,5,gpt-5-mini-2025-08-07,1002,948
6902,3410a29d1d517e75368a16afb7a8f2a66fd764a86b8efd25fed9a9b4584d41e7,190,1,8,6,6,6,5,7,7,8,6,5,4,6,3,4,4,5,5,7,6,gpt-5-mini-2025-08-07,1322,948
6903,3410a29d1d517e75368a16afb7a8f2a66fd764a86b8efd25fed9a9b4584d41e7,190,2,8,6,7,6,5,7,7,8,6,6,4,7,3,4,4,5,5,7,6,gpt-5-mini-2025-08-07,1194,948
6904,63cb8ebc2d6ff48fa6474b6994eaebf4ccd364ccb05197841deda0374aed4aab,191,0,5,6,8,4,3,2,5,7,7,7,2,5,2,4,3,3,5,5,4,gpt-5-mini-2025-08-07,874,1226
6905,63cb8ebc2d6ff48fa6474b6994eaebf4ccd364ccb05197841deda0374aed4aab,191,1,7,7,8,6,4,3,7,7,7,8,3,6,2,6,3,4,5,4,3,gpt-5-mini-2025-08-07,938,1226
6906,63cb8ebc2d6ff48fa6474b6994eaebf4ccd364ccb05197841deda0374aed4aab,191,2,5,7,8,5,3,2,4,8,6,7,3,6,2,5,3,3,5,4,3,gpt-5-mini-2025-08-07,874,1226
6907,040deabe3c37fce431035ffac37d458155015bcdb793513c8e86cd53f48b3c7c,192,0,7,7,7,6,5,3,6,7,6,7,3,7,2,5,5,5,4,2,3,gpt-5-mini-2025-08-07,1066,850
6908,040deabe3c37fce431035ffac37d458155015bcdb793513c8e86cd53f48b3c7c,192,1,7,8,7,7,5,2,6,8,6,7,3,8,2,5,4,3,5,4,4,gpt-5-mini-2025-08-07,1258,850
6909,040deabe3c37fce431035ffac37d458155015bcdb793513c8e86cd53f48b3c7c,192,2,8,7,7,5,6,6,6,7,6,6,3,6,3,5,5,5,4,3,4,gpt-5-mini-2025-08-07,1194,850
6910,040deabe3c37fce431035ffac37d458155015bcdb793513c8e86cd53f48b3c7c,192,0,6,7,7,7,6,3,6,7,6,7,3,7,3,5,5,5,4,3,3,gpt-5-mini-2025-08-07,1194,850
6911,040deabe3c37fce431035ffac37d458155015bcdb793513c8e86cd53f48b3c7c,192,1,7,8,8,6,5,3,6,7,7,7,3,7,2,6,5,5,4,3,4,gpt-5-mini-2025-08-07,1130,850
6912,040deabe3c37fce431035ffac37d458155015bcdb793513c8e86cd53f48b3c7c,192,2,6,7,7,6,5,3,6,7,5,6,4,6,2,5,5,4,3,2,3,gpt-5-mini-2025-08-07,1066,850
6913,040deabe3c37fce431035ffac37d458155015bcdb793513c8e86cd53f48b3c7c,192,0,7,8,7,7,5,5,6,7,6,7,3,7,2,4,5,4,4,3,4,gpt-5-mini-2025-08-07,1130,850
6914,040deabe3c37fce431035ffac37d458155015bcdb793513c8e86cd53f48b3c7c,192,1,7,8,7,7,6,3,6,7,6,7,4,7,2,6,6,5,4,2,3,gpt-5-mini-2025-08-07,1066,850
6915,040deabe3c37fce431035ffac37d458155015bcdb793513c8e86cd53f48b3c7c,192,2,7,8,7,6,5,2,5,8,7,7,3,7,2,5,5,3,4,3,3,gpt-5-mini-2025-08-07,916,850
6916,172c6f59d2086b11bb9f9fc2799d4add05f9615f29c63aabf502619d8e06c3c2,193,0,5,7,8,5,5,2,6,6,7,7,3,6,2,3,4,5,3,3,3,gpt-5-mini-2025-08-07,1108,1034
6917,172c6f59d2086b11bb9f9fc2799d4add05f9615f29c63aabf502619d8e06c3c2,193,1,8,8,7,6,5,3,7,9,6,7,3,6,2,3,4,3,3,5,3,gpt-5-mini-2025-08-07,1066,1034
6918,172c6f59d2086b11bb9f9fc2799d4add05f9615f29c63aabf502619d8e06c3c2,193,2,6,7,6,5,4,4,7,7,5,6,3,6,2,3,3,3,3,5,4,gpt-5-mini-2025-08-07,1066,1034
6919,172c6f59d2086b11bb9f9fc2799d4add05f9615f29c63aabf502619d8e06c3c2,193,0,7,7,6,6,3,2,7,8,5,6,3,6,2,3,3,3,4,4,4,gpt-5-mini-2025-08-07,1066,1034
6920,172c6f59d2086b11bb9f9fc2799d4add05f9615f29c63aabf502619d8e06c3c2,193,1,6,7,6,4,5,2,6,7,5,6,3,6,2,4,3,3,4,5,4,gpt-5-mini-2025-08-07,874,1034
6921,172c6f59d2086b11bb9f9fc2799d4add05f9615f29c63aabf502619d8e06c3c2,193,2,6,7,7,5,4,2,5,7,5,6,3,6,2,3,3,3,5,5,5,gpt-5-mini-2025-08-07,980,1034
6922,172c6f59d2086b11bb9f9fc2799d4add05f9615f29c63aabf502619d8e06c3c2,193,0,6,7,8,5,4,3,6,7,8,7,3,6,3,4,4,3,4,5,3,gpt-5-mini-2025-08-07,1130,1034
6923,172c6f59d2086b11bb9f9fc2799d4add05f9615f29c63aabf502619d8e06c3c2,193,1,7,7,6,5,3,3,6,7,5,7,3,6,2,3,3,3,4,4,4,gpt-5-mini-2025-08-07,1386,1034
6924,172c6f59d2086b11bb9f9fc2799d4add05f9615f29c63aabf502619d8e06c3c2,193,2,6,7,7,5,4,3,7,7,8,7,3,6,2,3,5,3,4,4,3,gpt-5-mini-2025-08-07,1258,1034
6925,dc124e762cc023af6e69eac53405367f6f9508397b04cfcb2cc8c108f36f19ed,194,0,6,7,8,7,7,2,5,8,7,7,3,7,2,6,6,6,5,3,3,gpt-5-mini-2025-08-07,810,780
6926,dc124e762cc023af6e69eac53405367f6f9508397b04cfcb2cc8c108f36f19ed,194,1,6,8,8,6,6,2,5,8,8,8,3,7,2,5,6,6,3,3,3,gpt-5-mini-2025-08-07,810,780
6927,dc124e762cc023af6e69eac53405367f6f9508397b04cfcb2cc8c108f36f19ed,194,2,6,7,7,6,7,2,5,8,7,7,3,6,2,4,6,6,4,3,3,gpt-5-mini-2025-08-07,746,780
6928,f6272ad8d0a855408b0b42a21e7e5cd9b779e3dcd169b29ef3902ef41c5e40b1,196,0,4,6,7,4,7,2,4,7,6,7,3,6,2,5,7,7,3,5,4,gpt-5-mini-2025-08-07,938,710
6929,f6272ad8d0a855408b0b42a21e7e5cd9b779e3dcd169b29ef3902ef41c5e40b1,196,1,5,6,8,5,8,2,6,8,7,7,3,5,2,6,7,7,3,5,3,gpt-5-mini-2025-08-07,938,710
6930,f6272ad8d0a855408b0b42a21e7e5cd9b779e3dcd169b29ef3902ef41c5e40b1,196,2,7,7,8,5,8,3,6,8,7,7,3,6,2,6,7,7,3,4,4,gpt-5-mini-2025-08-07,746,710
6931,90465f26fb8a5467829cb152689620e2664f69e20b736c3bf738c377e1ca1938,195,0,7,8,8,6,5,5,5,8,7,7,3,7,4,5,4,5,4,5,4,gpt-5-mini-2025-08-07,1194,1348
6932,90465f26fb8a5467829cb152689620e2664f69e20b736c3bf738c377e1ca1938,195,1,8,8,8,6,5,4,6,8,7,8,3,7,3,5,3,4,4,6,6,gpt-5-mini-2025-08-07,1322,1348
6933,90465f26fb8a5467829cb152689620e2664f69e20b736c3bf738c377e1ca1938,195,2,7,7,8,6,3,4,5,8,7,7,2,6,2,4,2,3,4,5,4,gpt-5-mini-2025-08-07,938,1348
6934,ed1e6cbca76c760d693baaf729720bb3010018ef50db31e86949a246585ad4fc,197,0,5,7,8,6,7,2,5,5,7,6,6,6,3,6,6,7,5,3,5,gpt-5-mini-2025-08-07,874,800
6935,ed1e6cbca76c760d693baaf729720bb3010018ef50db31e86949a246585ad4fc,197,1,4,7,7,6,7,2,5,5,7,6,6,6,3,7,6,7,3,2,4,gpt-5-mini-2025-08-07,938,800
6936,ed1e6cbca76c760d693baaf729720bb3010018ef50db31e86949a246585ad4fc,197,2,5,7,7,6,7,3,5,5,7,7,6,6,3,6,6,7,4,2,5,gpt-5-mini-2025-08-07,1066,800
6937,eb2a0d1e9c301671e92e8490226b3c3472c3430a777c2b4dde9b8e6cebc563e9,221,0,4,4,7,2,4,2,4,6,7,6,3,3,2,6,4,5,3,5,7,gpt-5-mini-2025-08-07,1066,685
6938,eb2a0d1e9c301671e92e8490226b3c3472c3430a777c2b4dde9b8e6cebc563e9,221,1,5,4,6,2,5,2,4,6,6,5,3,2,2,6,4,4,4,4,6,gpt-5-mini-2025-08-07,1002,685
6939,eb2a0d1e9c301671e92e8490226b3c3472c3430a777c2b4dde9b8e6cebc563e9,221,2,4,5,7,2,4,2,5,6,7,6,3,3,2,6,3,6,4,4,8,gpt-5-mini-2025-08-07,1002,685
6940,ed1e6cbca76c760d693baaf729720bb3010018ef50db31e86949a246585ad4fc,197,0,4,7,8,6,7,2,4,4,7,7,6,7,3,5,6,7,5,3,5,gpt-5-mini-2025-08-07,1194,800
6941,ed1e6cbca76c760d693baaf729720bb3010018ef50db31e86949a246585ad4fc,197,1,5,8,8,7,8,3,5,6,7,7,6,7,3,7,7,7,4,3,4,gpt-5-mini-2025-08-07,938,800
6942,ed1e6cbca76c760d693baaf729720bb3010018ef50db31e86949a246585ad4fc,197,2,4,8,8,6,7,2,5,5,7,7,7,7,2,6,6,8,5,2,4,gpt-5-mini-2025-08-07,1066,800
6943,eb2a0d1e9c301671e92e8490226b3c3472c3430a777c2b4dde9b8e6cebc563e9,221,0,3,4,7,3,5,2,4,5,7,6,3,4,2,6,3,5,4,5,8,gpt-5-mini-2025-08-07,1130,685
6944,eb2a0d1e9c301671e92e8490226b3c3472c3430a777c2b4dde9b8e6cebc563e9,221,1,5,3,6,2,6,2,5,6,6,5,3,3,2,6,3,6,5,6,7,gpt-5-mini-2025-08-07,1194,685
6945,eb2a0d1e9c301671e92e8490226b3c3472c3430a777c2b4dde9b8e6cebc563e9,221,2,6,5,7,3,5,2,6,7,7,6,3,4,2,6,4,6,4,5,7,gpt-5-mini-2025-08-07,1130,685
6946,bcd6f20e2e26c2db385045080d0e10ebb8d4d32e57d5038c0f1a7a19d713351a,198,0,6,5,8,5,6,3,5,7,7,6,4,6,2,5,7,6,4,3,3,gpt-5-mini-2025-08-07,769,890
6947,bcd6f20e2e26c2db385045080d0e10ebb8d4d32e57d5038c0f1a7a19d713351a,198,1,7,5,8,4,7,5,6,8,7,6,3,5,2,5,7,6,4,3,5,gpt-5-mini-2025-08-07,1130,890
6948,bcd6f20e2e26c2db385045080d0e10ebb8d4d32e57d5038c0f1a7a19d713351a,198,2,6,6,7,5,7,3,4,7,7,6,4,6,2,5,7,6,5,3,4,gpt-5-mini-2025-08-07,938,890
6949,bcd6f20e2e26c2db385045080d0e10ebb8d4d32e57d5038c0f1a7a19d713351a,198,0,6,6,7,5,7,3,5,7,6,5,4,6,3,4,7,6,5,3,4,gpt-5-mini-2025-08-07,1066,890
6950,bcd6f20e2e26c2db385045080d0e10ebb8d4d32e57d5038c0f1a7a19d713351a,198,1,7,6,8,5,7,3,6,7,7,5,3,6,2,6,7,7,4,2,5,gpt-5-mini-2025-08-07,938,890
6951,bcd6f20e2e26c2db385045080d0e10ebb8d4d32e57d5038c0f1a7a19d713351a,198,2,7,5,8,5,6,3,5,8,7,6,3,5,2,5,7,6,4,3,4,gpt-5-mini-2025-08-07,1002,890
6952,bcd6f20e2e26c2db385045080d0e10ebb8d4d32e57d5038c0f1a7a19d713351a,198,0,6,6,7,4,7,3,4,7,7,6,4,5,2,5,7,6,4,3,5,gpt-5-mini-2025-08-07,938,890
6953,bcd6f20e2e26c2db385045080d0e10ebb8d4d32e57d5038c0f1a7a19d713351a,198,1,6,6,8,4,7,2,5,7,7,5,3,5,2,5,7,6,3,3,4,gpt-5-mini-2025-08-07,1066,890
6954,bcd6f20e2e26c2db385045080d0e10ebb8d4d32e57d5038c0f1a7a19d713351a,198,2,7,6,8,5,7,3,5,7,7,6,4,6,2,5,8,6,4,2,4,gpt-5-mini-2025-08-07,1066,890
6955,11be828d70a8bca8c7d8e11664c98993341403630a85a64280f3b6bdb32b079f,199,0,6,5,8,5,6,3,4,8,8,8,3,5,2,5,5,6,5,6,6,gpt-5-mini-2025-08-07,874,922
6956,11be828d70a8bca8c7d8e11664c98993341403630a85a64280f3b6bdb32b079f,199,1,5,6,8,5,5,2,4,8,8,7,3,5,2,4,4,4,5,6,6,gpt-5-mini-2025-08-07,874,922
6957,11be828d70a8bca8c7d8e11664c98993341403630a85a64280f3b6bdb32b079f,199,2,6,5,9,5,6,2,4,8,8,8,3,4,2,6,4,5,5,6,5,gpt-5-mini-2025-08-07,874,922
6958,f35a3979397e044d87e3aa5f17eee905bb21727fbeb23aa527be7f7d435b43f7,200,0,2,4,7,2,4,1,2,2,6,5,3,3,1,6,3,5,3,5,6,gpt-5-mini-2025-08-07,874,488
6959,f35a3979397e044d87e3aa5f17eee905bb21727fbeb23aa527be7f7d435b43f7,200,1,2,5,7,3,4,1,2,4,7,6,2,3,1,6,2,3,3,5,5,gpt-5-mini-2025-08-07,1002,488
6960,f35a3979397e044d87e3aa5f17eee905bb21727fbeb23aa527be7f7d435b43f7,200,2,3,5,8,2,5,2,3,5,7,6,3,4,2,6,4,6,5,6,7,gpt-5-mini-2025-08-07,1066,488
6961,2409257e9b8e9396505e083cb4e818a6ff0b989605eeab1a4118d984f9c359a5,201,0,6,8,8,7,7,2,7,7,7,7,6,7,5,6,7,7,3,3,4,gpt-5-mini-2025-08-07,810,1670
6962,2409257e9b8e9396505e083cb4e818a6ff0b989605eeab1a4118d984f9c359a5,201,1,5,7,8,7,7,3,6,6,8,6,4,7,3,6,7,6,4,3,4,gpt-5-mini-2025-08-07,1130,1670
6963,2409257e9b8e9396505e083cb4e818a6ff0b989605eeab1a4118d984f9c359a5,201,2,6,7,8,6,7,3,6,6,7,6,5,7,4,6,7,7,5,2,4,gpt-5-mini-2025-08-07,1066,1670
6964,75579eeff7bec91e177e7d416bec553fb0ca59ea4342a814e14b912fbb734d95,202,0,6,8,7,7,6,2,7,8,5,6,3,7,3,3,6,4,4,3,5,gpt-5-mini-2025-08-07,1130,1546
6965,75579eeff7bec91e177e7d416bec553fb0ca59ea4342a814e14b912fbb734d95,202,1,7,8,7,7,6,3,7,8,6,6,4,7,3,3,4,6,5,4,4,gpt-5-mini-2025-08-07,1194,1546
6966,75579eeff7bec91e177e7d416bec553fb0ca59ea4342a814e14b912fbb734d95,202,2,7,8,7,6,6,5,7,8,6,6,3,6,3,3,5,5,5,3,5,gpt-5-mini-2025-08-07,1258,1546
6967,2f90cc826403feae8d48e7e84e25d1b4627785a9851f079e0631f5bc9211cf09,203,0,7,7,7,5,6,6,6,8,7,7,4,6,3,4,4,6,5,5,6,gpt-5-mini-2025-08-07,981,965
6968,2f90cc826403feae8d48e7e84e25d1b4627785a9851f079e0631f5bc9211cf09,203,1,7,7,7,5,6,6,6,7,7,7,4,6,2,5,4,6,6,6,6,gpt-5-mini-2025-08-07,1259,965
6969,2f90cc826403feae8d48e7e84e25d1b4627785a9851f079e0631f5bc9211cf09,203,2,8,7,7,5,5,7,6,7,6,7,4,6,3,4,4,5,6,6,6,gpt-5-mini-2025-08-07,1066,965
6970,43c29d7b50cc2d96514a4a04f294a6c2c99a29e77b1c66d46bdf029530fe961c,204,0,4,6,7,4,3,2,6,7,6,7,2,5,2,3,2,3,4,3,5,gpt-5-mini-2025-08-07,874,1125
6971,43c29d7b50cc2d96514a4a04f294a6c2c99a29e77b1c66d46bdf029530fe961c,204,1,4,6,6,5,3,2,4,7,5,6,2,6,2,4,3,3,3,2,4,gpt-5-mini-2025-08-07,810,1125
6972,43c29d7b50cc2d96514a4a04f294a6c2c99a29e77b1c66d46bdf029530fe961c,204,2,5,6,7,4,3,2,4,6,6,7,2,5,2,3,3,3,5,5,4,gpt-5-mini-2025-08-07,810,1125
6973,539ffc02aaf5e421e5bfc160a964d39a1d8a0491b2a2e79d9befc569f383b97e,207,0,8,7,7,6,5,2,7,8,6,7,3,6,5,3,5,4,5,3,5,gpt-5-mini-2025-08-07,1130,1236
6974,539ffc02aaf5e421e5bfc160a964d39a1d8a0491b2a2e79d9befc569f383b97e,207,1,7,8,7,7,5,4,7,8,6,7,3,7,4,3,5,5,4,3,5,gpt-5-mini-2025-08-07,961,1236
6975,539ffc02aaf5e421e5bfc160a964d39a1d8a0491b2a2e79d9befc569f383b97e,207,2,7,7,7,6,6,2,6,7,6,5,5,6,3,3,5,5,4,3,4,gpt-5-mini-2025-08-07,938,1236
6976,5a250eddd1aa62e31fe0e8a1a33f7c80a9979f244c93c6bb2a2f89b1bc5ece32,205,0,2,6,8,4,8,1,3,5,8,6,5,5,2,5,8,7,3,3,3,gpt-5-mini-2025-08-07,874,721
6977,5a250eddd1aa62e31fe0e8a1a33f7c80a9979f244c93c6bb2a2f89b1bc5ece32,205,1,3,6,8,4,7,2,3,4,7,6,6,5,2,6,7,7,3,3,3,gpt-5-mini-2025-08-07,874,721
6978,5a250eddd1aa62e31fe0e8a1a33f7c80a9979f244c93c6bb2a2f89b1bc5ece32,205,2,3,6,7,4,7,2,3,5,7,6,5,5,2,5,7,7,3,2,3,gpt-5-mini-2025-08-07,810,721
6979,64167f9ba7638db0bbdbc2d92439d00581d3f0b00e79b77a3f0704a342562865,222,0,3,6,8,5,6,2,3,6,8,7,3,5,2,7,5,6,4,5,7,gpt-5-mini-2025-08-07,1066,946
6980,64167f9ba7638db0bbdbc2d92439d00581d3f0b00e79b77a3f0704a342562865,222,1,3,6,8,5,6,2,3,4,8,7,4,6,2,7,5,5,6,5,7,gpt-5-mini-2025-08-07,938,946
6981,64167f9ba7638db0bbdbc2d92439d00581d3f0b00e79b77a3f0704a342562865,222,2,3,6,8,4,7,2,3,6,7,6,4,5,2,7,5,7,4,5,7,gpt-5-mini-2025-08-07,1066,946
6982,5a250eddd1aa62e31fe0e8a1a33f7c80a9979f244c93c6bb2a2f89b1bc5ece32,205,0,2,7,8,5,8,1,3,4,7,6,5,6,2,6,8,7,3,2,3,gpt-5-mini-2025-08-07,938,721
6983,5a250eddd1aa62e31fe0e8a1a33f7c80a9979f244c93c6bb2a2f89b1bc5ece32,205,1,3,6,7,4,7,2,3,5,6,6,5,5,2,5,7,7,4,3,3,gpt-5-mini-2025-08-07,874,721
6984,5a250eddd1aa62e31fe0e8a1a33f7c80a9979f244c93c6bb2a2f89b1bc5ece32,205,2,3,6,7,4,8,1,2,5,7,6,5,5,2,6,8,7,3,2,2,gpt-5-mini-2025-08-07,1002,721
6985,64167f9ba7638db0bbdbc2d92439d00581d3f0b00e79b77a3f0704a342562865,222,0,3,6,8,4,6,2,3,4,7,6,4,5,2,7,5,6,5,5,7,gpt-5-mini-2025-08-07,1066,946
6986,64167f9ba7638db0bbdbc2d92439d00581d3f0b00e79b77a3f0704a342562865,222,1,3,6,8,3,6,2,3,5,8,7,4,3,2,7,5,6,5,6,7,gpt-5-mini-2025-08-07,874,946
6987,64167f9ba7638db0bbdbc2d92439d00581d3f0b00e79b77a3f0704a342562865,222,2,2,6,8,4,5,1,3,4,7,6,3,6,1,7,5,5,4,5,6,gpt-5-mini-2025-08-07,1067,946
6988,e17a7dd7fff48f7cb5734b22a6644e8da0b6d5430ef27dd0490fddd01768485b,208,0,6,7,6,7,4,2,6,6,5,6,6,7,7,5,4,4,2,2,3,gpt-5-mini-2025-08-07,938,1009
6989,e17a7dd7fff48f7cb5734b22a6644e8da0b6d5430ef27dd0490fddd01768485b,208,1,7,6,6,8,4,2,6,6,5,4,6,8,8,5,4,6,2,2,5,gpt-5-mini-2025-08-07,1002,1009
6990,e17a7dd7fff48f7cb5734b22a6644e8da0b6d5430ef27dd0490fddd01768485b,208,2,7,7,5,7,5,2,6,6,5,5,6,7,8,5,4,6,3,2,5,gpt-5-mini-2025-08-07,1194,1009
6991,e17a7dd7fff48f7cb5734b22a6644e8da0b6d5430ef27dd0490fddd01768485b,208,0,5,6,5,7,4,3,5,6,4,5,6,7,7,5,4,5,3,2,5,gpt-5-mini-2025-08-07,1066,1009
6992,e17a7dd7fff48f7cb5734b22a6644e8da0b6d5430ef27dd0490fddd01768485b,208,1,7,6,5,7,4,3,7,6,5,5,6,7,7,5,4,5,2,2,4,gpt-5-mini-2025-08-07,1130,1009
6993,e17a7dd7fff48f7cb5734b22a6644e8da0b6d5430ef27dd0490fddd01768485b,208,2,7,6,6,7,5,3,6,7,5,5,5,7,8,5,4,5,2,2,4,gpt-5-mini-2025-08-07,788,1009
6994,e17a7dd7fff48f7cb5734b22a6644e8da0b6d5430ef27dd0490fddd01768485b,208,0,7,7,6,7,5,4,6,7,5,6,6,8,8,6,4,6,2,2,4,gpt-5-mini-2025-08-07,1002,1009
6995,e17a7dd7fff48f7cb5734b22a6644e8da0b6d5430ef27dd0490fddd01768485b,208,1,7,7,6,8,5,3,7,7,5,6,6,8,8,5,4,6,2,2,4,gpt-5-mini-2025-08-07,1002,1009
6996,e17a7dd7fff48f7cb5734b22a6644e8da0b6d5430ef27dd0490fddd01768485b,208,2,7,7,6,8,4,3,6,6,5,6,6,8,8,6,4,5,3,4,3,gpt-5-mini-2025-08-07,1130,1009
6997,be9f47e14fd84f32d3f2e24142a6fd3b1dd5496a05cf9768d0653225b3596286,209,0,6,7,7,6,8,2,4,8,7,7,4,7,2,6,8,6,4,3,3,gpt-5-mini-2025-08-07,1002,872
6998,be9f47e14fd84f32d3f2e24142a6fd3b1dd5496a05cf9768d0653225b3596286,209,1,5,7,8,5,8,2,5,8,7,7,4,6,2,6,8,7,4,2,3,gpt-5-mini-2025-08-07,874,872
6999,be9f47e14fd84f32d3f2e24142a6fd3b1dd5496a05cf9768d0653225b3596286,209,2,6,7,8,6,8,2,5,7,8,7,3,7,3,7,8,7,5,3,4,gpt-5-mini-2025-08-07,874,872
7000,c7777c1f2594f0bf2a408625f1e5bdaf5c02278b8e636440e750def93e3c1285,212,0,7,4,6,3,6,2,6,7,6,4,6,4,2,6,5,7,6,3,7,gpt-5-mini-2025-08-07,938,922
7001,c7777c1f2594f0bf2a408625f1e5bdaf5c02278b8e636440e750def93e3c1285,212,1,8,6,7,3,6,5,6,7,6,5,5,4,2,6,5,6,5,3,6,gpt-5-mini-2025-08-07,1066,922
7002,c7777c1f2594f0bf2a408625f1e5bdaf5c02278b8e636440e750def93e3c1285,212,2,7,5,7,3,6,3,6,7,6,5,5,3,2,6,5,6,6,3,7,gpt-5-mini-2025-08-07,1002,922
7003,b03a7585f8538cd4043919d10e4653047a5ad947d939af65f606e3a3a5039a36,210,0,7,5,8,4,7,4,6,7,7,6,4,5,3,5,6,6,4,5,6,gpt-5-mini-2025-08-07,1322,1072
7004,b03a7585f8538cd4043919d10e4653047a5ad947d939af65f606e3a3a5039a36,210,1,8,6,8,4,7,4,6,7,7,5,4,6,3,7,7,6,5,5,6,gpt-5-mini-2025-08-07,1066,1072
7005,b03a7585f8538cd4043919d10e4653047a5ad947d939af65f606e3a3a5039a36,210,2,7,6,8,4,7,2,5,6,7,5,5,5,2,7,7,6,5,3,6,gpt-5-mini-2025-08-07,1002,1072
7006,3e8fbf7e67cd999e51faba57e3367f6ff4bd84d375ae49e2e5b46c48279a4004,211,0,6,6,8,3,4,2,6,7,7,6,5,5,2,6,5,4,5,5,6,gpt-5-mini-2025-08-07,1194,796
7007,3e8fbf7e67cd999e51faba57e3367f6ff4bd84d375ae49e2e5b46c48279a4004,211,1,6,5,8,3,4,2,7,7,7,6,5,4,2,5,3,4,5,5,5,gpt-5-mini-2025-08-07,1194,796
7008,3e8fbf7e67cd999e51faba57e3367f6ff4bd84d375ae49e2e5b46c48279a4004,211,2,8,6,8,3,4,4,7,7,7,7,6,5,3,5,5,4,6,5,6,gpt-5-mini-2025-08-07,874,796
7009,993042ed7c632f1e01bfaf4614bbeb141783a85f4ea10c5471ddc7dad6040ce4,213,0,3,7,8,4,5,2,3,6,8,7,3,5,2,7,6,4,5,2,7,gpt-5-mini-2025-08-07,1066,697
7010,993042ed7c632f1e01bfaf4614bbeb141783a85f4ea10c5471ddc7dad6040ce4,213,1,5,7,9,5,4,2,4,6,8,7,3,6,1,5,6,4,5,3,6,gpt-5-mini-2025-08-07,938,697
7011,993042ed7c632f1e01bfaf4614bbeb141783a85f4ea10c5471ddc7dad6040ce4,213,2,3,6,8,4,5,2,3,4,7,6,3,5,2,5,4,4,5,3,7,gpt-5-mini-2025-08-07,1002,697
7012,982265a0d6b297259537d848bbe2e2261f8636e9ff5ec30d4c28ee1dbd29338d,214,0,4,7,8,3,5,2,3,7,7,7,4,4,2,6,6,5,6,3,6,gpt-5-mini-2025-08-07,980,678
