id,essay_id,repeat,of3b,cf2b,cf3b,ef3b,af1b,of1,of2,of5,cf3,cf5,ef2,ef4,ef5,af1,af3,af6,nf1,nf4,nf6,model,input_tokens,output_tokens
2554,178,0,7,4,5,6,3,6,7,6,4,3,3,4,6,4,2,6,7,6,7,gpt-5-mini-2025-08-07,1110,1205
2555,178,1,7,4,6,5,4,6,8,7,5,3,4,5,2,5,3,7,7,7,7,gpt-5-mini-2025-08-07,1046,1205
2556,178,2,6,4,5,5,4,5,7,6,4,3,3,5,5,4,3,6,7,6,7,gpt-5-mini-2025-08-07,1046,1205
2557,184,0,5,2,4,3,3,3,4,6,4,2,3,3,4,3,3,4,4,5,5,gpt-5-mini-2025-08-07,1046,1190
2558,184,1,6,3,3,3,3,5,5,5,3,2,3,3,4,3,2,3,4,5,5,gpt-5-mini-2025-08-07,982,1190
2559,184,2,6,3,4,3,3,3,5,6,4,3,3,3,5,4,3,4,4,5,4,gpt-5-mini-2025-08-07,918,1190
2560,187,0,5,5,8,4,5,3,4,6,7,8,3,4,2,4,4,4,6,6,5,gpt-5-mini-2025-08-07,790,1210
2561,187,1,5,5,8,4,5,3,5,6,7,8,3,4,2,4,4,4,5,6,5,gpt-5-mini-2025-08-07,755,1210
2562,187,2,5,6,8,4,6,3,3,7,7,8,3,4,2,4,5,6,4,5,3,gpt-5-mini-2025-08-07,982,1210
2563,196,0,4,2,4,5,6,3,2,5,4,2,6,6,5,5,4,7,9,8,8,gpt-5-mini-2025-08-07,854,1326
2564,196,1,3,3,5,5,6,2,2,6,5,2,6,5,3,5,4,7,9,8,8,gpt-5-mini-2025-08-07,726,1326
2565,196,2,3,2,5,6,6,4,2,4,4,2,6,7,2,4,5,6,9,8,8,gpt-5-mini-2025-08-07,854,1326
2566,199,0,5,3,5,5,6,5,4,6,5,3,7,4,6,4,3,6,6,7,7,gpt-5-mini-2025-08-07,883,1019
2567,199,1,5,3,5,6,6,5,4,6,5,3,7,6,6,5,4,6,6,6,7,gpt-5-mini-2025-08-07,790,1019
2568,199,2,6,3,4,5,4,5,5,7,3,4,6,5,6,5,3,6,6,7,7,gpt-5-mini-2025-08-07,982,1019
2569,201,0,3,5,5,7,7,1,3,3,4,2,7,7,6,5,5,7,6,6,7,gpt-5-mini-2025-08-07,982,1039
2570,201,1,4,5,4,7,6,2,4,5,6,4,6,7,4,4,5,6,7,6,7,gpt-5-mini-2025-08-07,854,1039
2571,201,2,4,6,5,7,6,2,5,5,4,4,6,7,5,5,4,6,6,6,7,gpt-5-mini-2025-08-07,982,1039
2572,203,0,5,3,4,6,3,2,6,5,3,3,6,6,5,3,3,5,3,4,4,gpt-5-mini-2025-08-07,854,1097
2573,203,1,6,3,4,6,3,2,6,6,3,3,7,6,6,3,2,3,4,5,4,gpt-5-mini-2025-08-07,982,1097
2574,203,2,6,4,5,6,3,3,6,5,5,4,6,6,6,3,3,3,3,3,5,gpt-5-mini-2025-08-07,918,1097
2575,206,0,7,5,4,5,6,5,4,8,3,3,4,4,4,5,6,6,7,5,6,gpt-5-mini-2025-08-07,983,815
2576,206,1,8,4,4,3,5,7,4,8,3,3,3,3,4,3,5,6,7,6,6,gpt-5-mini-2025-08-07,982,815
2577,206,2,6,3,4,3,4,4,3,7,4,2,2,3,5,4,5,5,6,5,6,gpt-5-mini-2025-08-07,918,815
2578,207,0,8,4,5,4,7,7,7,7,4,3,6,5,4,5,5,8,6,5,7,gpt-5-mini-2025-08-07,854,1042
2579,207,1,8,4,5,3,6,7,7,8,4,3,6,4,2,5,4,8,7,5,8,gpt-5-mini-2025-08-07,982,1042
2580,207,2,8,4,4,4,7,8,6,7,3,3,6,5,5,5,4,8,7,5,7,gpt-5-mini-2025-08-07,1110,1042
2581,212,0,2,5,6,5,4,1,2,4,6,4,6,5,4,4,3,5,5,3,4,gpt-5-mini-2025-08-07,1302,622
2582,212,1,3,4,6,5,4,2,2,4,6,4,6,5,4,5,4,6,6,4,6,gpt-5-mini-2025-08-07,790,622
2583,212,2,2,4,6,5,3,2,3,5,6,4,6,5,4,4,3,5,6,5,6,gpt-5-mini-2025-08-07,790,622
2584,215,0,9,4,3,5,3,9,8,8,3,3,2,4,6,3,2,5,5,6,5,gpt-5-mini-2025-08-07,1046,2542
2585,215,1,9,5,3,4,3,9,8,8,3,3,2,4,6,3,3,5,4,3,3,gpt-5-mini-2025-08-07,982,2542
2586,215,2,9,5,3,6,3,9,8,8,3,4,2,4,6,3,2,6,4,5,4,gpt-5-mini-2025-08-07,918,2542
2587,240,0,5,5,7,5,6,4,3,6,6,5,4,5,3,3,5,6,8,7,7,gpt-5-mini-2025-08-07,918,903
2588,240,1,5,5,6,5,5,3,2,6,6,5,4,5,2,3,5,6,7,7,7,gpt-5-mini-2025-08-07,854,903
2589,240,2,5,5,6,5,6,3,3,6,6,6,4,6,3,3,5,6,8,7,8,gpt-5-mini-2025-08-07,1110,903
2590,241,0,3,5,5,3,4,2,2,5,6,3,7,5,2,6,2,7,8,7,8,gpt-5-mini-2025-08-07,918,1158
2591,241,1,4,5,6,4,4,2,2,5,6,3,7,5,3,6,3,6,7,6,7,gpt-5-mini-2025-08-07,963,1158
2592,241,2,3,5,5,3,4,2,2,6,6,3,6,5,3,6,3,7,7,6,7,gpt-5-mini-2025-08-07,918,1158
2593,251,0,3,6,6,6,3,2,2,4,6,6,4,7,5,5,3,3,5,5,6,gpt-5-mini-2025-08-07,918,691
2594,251,1,2,6,6,6,2,1,2,4,6,6,3,6,5,4,2,2,5,5,5,gpt-5-mini-2025-08-07,854,691
2595,251,2,3,6,6,6,3,2,3,5,6,6,4,6,6,5,3,4,4,5,5,gpt-5-mini-2025-08-07,854,691
2596,252,0,2,4,6,2,8,1,2,5,6,3,6,3,2,5,6,8,8,7,8,gpt-5-mini-2025-08-07,982,876
2597,252,1,3,3,5,2,6,3,3,4,5,3,6,3,3,5,5,6,8,6,7,gpt-5-mini-2025-08-07,1046,876
2598,252,2,3,3,5,2,7,2,2,4,5,2,5,3,2,5,6,7,8,6,7,gpt-5-mini-2025-08-07,918,876
2599,253,0,5,6,7,7,7,3,4,5,6,6,4,5,6,6,6,6,5,3,6,gpt-5-mini-2025-08-07,982,865
2600,253,1,6,5,7,6,7,2,4,6,6,6,4,5,6,6,6,7,3,3,4,gpt-5-mini-2025-08-07,1110,865
2601,253,2,6,6,7,6,7,5,5,7,6,6,4,6,6,5,7,7,3,3,5,gpt-5-mini-2025-08-07,1110,865
2602,254,0,3,5,6,3,5,2,2,6,6,5,3,4,3,5,3,5,7,7,6,gpt-5-mini-2025-08-07,1046,1045
2603,254,1,4,5,6,4,4,2,3,6,6,4,4,5,3,4,3,3,7,7,7,gpt-5-mini-2025-08-07,982,1045
2604,254,2,4,6,6,4,5,2,3,5,6,5,4,5,3,5,3,5,7,7,6,gpt-5-mini-2025-08-07,790,1045
2605,255,0,6,5,5,4,4,3,2,7,3,3,3,4,2,4,5,3,6,3,4,gpt-5-mini-2025-08-07,1174,810
2606,255,1,7,6,5,3,5,2,3,8,3,3,3,3,2,4,5,4,5,2,5,gpt-5-mini-2025-08-07,963,810
2607,255,2,6,5,5,3,5,2,3,7,3,3,4,3,2,3,6,4,6,5,5,gpt-5-mini-2025-08-07,1203,810
2608,256,0,4,2,5,7,5,6,2,3,5,2,7,7,6,7,6,7,6,6,7,gpt-5-mini-2025-08-07,982,1071
2609,256,1,5,3,6,6,5,6,3,3,6,3,5,6,6,5,6,7,7,6,7,gpt-5-mini-2025-08-07,1046,1071
2610,256,2,4,4,5,6,5,5,3,3,6,3,6,6,6,6,6,7,7,6,7,gpt-5-mini-2025-08-07,982,1071
2611,257,0,6,6,6,7,6,2,4,6,5,4,7,6,7,5,6,6,8,7,7,gpt-5-mini-2025-08-07,1174,1294
2612,257,1,6,7,7,7,6,2,5,7,6,5,6,7,6,4,5,6,8,7,7,gpt-5-mini-2025-08-07,982,1294
2613,257,2,6,7,7,7,5,3,3,7,6,5,6,7,6,4,4,5,8,8,7,gpt-5-mini-2025-08-07,1046,1294
2614,258,0,3,3,4,7,6,2,4,5,4,2,8,7,6,5,4,6,8,7,7,gpt-5-mini-2025-08-07,982,1141
2615,258,1,4,4,5,7,5,2,4,4,5,4,7,7,6,6,4,6,7,7,7,gpt-5-mini-2025-08-07,982,1141
2616,258,2,3,4,4,6,6,3,3,4,4,3,8,7,6,6,5,7,7,6,7,gpt-5-mini-2025-08-07,1046,1141
2617,259,0,5,5,5,4,6,3,6,5,5,5,6,5,3,7,5,7,8,7,8,gpt-5-mini-2025-08-07,982,1091
2618,259,1,6,5,6,4,7,5,7,6,6,5,6,5,4,7,6,7,8,7,7,gpt-5-mini-2025-08-07,1110,1091
2619,259,2,5,5,6,5,7,4,7,5,6,5,6,5,4,7,6,7,8,6,7,gpt-5-mini-2025-08-07,1110,1091
2620,260,0,6,6,6,5,7,5,7,7,6,5,6,6,5,5,7,7,8,9,8,gpt-5-mini-2025-08-07,982,1520
2621,260,1,6,6,6,6,7,4,7,7,6,5,5,6,3,4,7,7,8,8,7,gpt-5-mini-2025-08-07,1302,1520
2622,260,2,5,6,6,6,7,4,7,7,7,5,6,6,6,5,7,8,8,9,8,gpt-5-mini-2025-08-07,947,1520
2623,261,0,6,6,6,3,7,4,6,5,5,5,6,6,6,6,5,7,7,8,8,gpt-5-mini-2025-08-07,982,1471
2624,261,1,5,6,6,5,6,4,6,4,6,5,6,6,6,5,4,7,7,8,8,gpt-5-mini-2025-08-07,854,1471
2625,261,2,6,6,6,5,6,6,7,6,7,5,6,7,6,5,4,8,7,8,8,gpt-5-mini-2025-08-07,1046,1471
2626,262,0,7,5,6,4,8,3,8,7,6,5,6,5,3,6,6,8,4,6,7,gpt-5-mini-2025-08-07,1046,971
2627,262,1,7,6,6,4,7,3,8,7,6,6,5,4,3,5,6,7,4,6,7,gpt-5-mini-2025-08-07,790,971
2628,262,2,7,6,6,4,8,3,8,7,6,5,5,5,3,6,7,8,4,5,7,gpt-5-mini-2025-08-07,726,971
2629,263,0,4,4,6,5,6,2,2,5,5,4,8,6,4,7,3,7,7,6,8,gpt-5-mini-2025-08-07,1046,1003
2630,263,1,5,5,6,5,6,4,3,6,5,4,7,5,3,7,5,6,6,5,6,gpt-5-mini-2025-08-07,1110,1003
2631,263,2,4,5,5,5,6,3,3,6,5,4,7,6,4,6,4,6,6,5,7,gpt-5-mini-2025-08-07,982,1003
2632,264,0,6,6,7,5,6,6,5,6,6,5,6,6,7,5,5,7,8,6,7,gpt-5-mini-2025-08-07,919,1493
2633,264,1,6,6,7,4,6,5,6,6,7,5,7,6,7,5,5,7,8,6,7,gpt-5-mini-2025-08-07,982,1493
2634,264,2,5,6,7,6,6,3,5,6,6,5,7,7,7,5,5,6,8,6,6,gpt-5-mini-2025-08-07,1174,1493
2635,265,0,6,5,5,6,7,6,8,7,6,5,8,7,3,8,5,8,5,5,8,gpt-5-mini-2025-08-07,982,958
2636,265,1,3,5,5,7,7,3,6,4,6,5,8,7,6,7,6,8,5,5,8,gpt-5-mini-2025-08-07,854,958
2637,265,2,5,5,5,7,7,5,6,5,6,5,7,6,7,8,6,8,5,6,7,gpt-5-mini-2025-08-07,854,958
2638,266,0,4,5,5,6,6,4,3,5,5,4,6,6,5,5,4,7,6,6,7,gpt-5-mini-2025-08-07,1302,960
2639,266,1,3,3,5,6,6,2,2,4,4,4,6,6,3,5,3,7,5,6,7,gpt-5-mini-2025-08-07,918,960
2640,266,2,3,5,4,6,5,6,2,3,4,3,6,6,5,6,4,6,5,5,7,gpt-5-mini-2025-08-07,982,960
2641,267,0,4,3,4,4,3,5,4,4,3,4,6,5,5,3,2,6,8,9,8,gpt-5-mini-2025-08-07,982,582
2642,267,1,3,4,3,5,5,4,4,3,3,3,4,5,2,2,3,6,8,9,8,gpt-5-mini-2025-08-07,854,582
2643,267,2,3,2,5,4,5,5,3,4,3,3,5,4,2,2,3,7,9,9,8,gpt-5-mini-2025-08-07,982,582
2644,268,0,8,4,5,6,6,5,6,8,5,3,4,5,3,5,5,6,8,8,7,gpt-5-mini-2025-08-07,1046,1857
2645,268,1,7,4,6,6,6,5,5,8,6,3,5,7,3,4,6,6,8,8,8,gpt-5-mini-2025-08-07,1011,1857
2646,268,2,7,3,4,6,4,3,5,8,3,2,4,5,4,5,4,5,8,7,7,gpt-5-mini-2025-08-07,1027,1857
2647,269,0,6,3,3,6,4,6,7,5,3,2,7,5,7,3,3,4,8,8,8,gpt-5-mini-2025-08-07,918,1267
2648,269,1,5,3,3,5,3,6,5,4,3,2,6,5,7,2,2,4,8,8,7,gpt-5-mini-2025-08-07,790,1267
2649,269,2,6,3,4,6,4,6,6,5,4,3,5,6,6,3,3,4,8,8,7,gpt-5-mini-2025-08-07,1046,1267
2650,270,0,6,3,6,4,6,4,7,5,5,3,6,5,5,3,5,7,6,6,7,gpt-5-mini-2025-08-07,1110,1402
2651,270,1,5,3,6,5,6,4,7,4,5,3,7,5,5,4,5,6,6,7,7,gpt-5-mini-2025-08-07,1091,1402
2652,270,2,6,3,6,3,6,4,6,5,5,3,7,4,6,4,5,7,5,6,6,gpt-5-mini-2025-08-07,982,1402
2653,271,0,3,5,6,4,4,1,2,4,6,5,6,5,2,5,3,6,5,3,5,gpt-5-mini-2025-08-07,918,772
2654,271,1,3,5,6,4,5,2,3,4,5,4,5,5,3,5,4,5,6,3,5,gpt-5-mini-2025-08-07,1110,772
2655,271,2,2,5,5,4,5,2,3,4,5,4,6,5,3,6,4,5,4,5,5,gpt-5-mini-2025-08-07,1110,772
2656,272,0,5,5,5,5,6,2,4,6,5,3,6,5,3,4,5,7,8,8,7,gpt-5-mini-2025-08-07,854,1212
2657,272,1,5,6,4,5,6,4,5,5,4,4,4,5,3,3,6,5,7,7,7,gpt-5-mini-2025-08-07,982,1212
2658,272,2,5,5,4,6,5,3,4,5,4,3,6,6,4,4,3,5,7,8,6,gpt-5-mini-2025-08-07,982,1212
2659,273,0,3,7,8,6,6,2,2,5,8,6,6,7,6,5,3,6,8,7,7,gpt-5-mini-2025-08-07,854,714
2660,273,1,3,5,8,5,6,2,2,4,7,5,6,6,6,5,3,6,8,7,7,gpt-5-mini-2025-08-07,854,714
2661,273,2,3,7,8,6,4,2,2,5,8,5,6,8,6,5,3,6,9,7,7,gpt-5-mini-2025-08-07,982,714
2662,274,0,5,6,7,7,5,4,6,5,7,6,6,7,6,6,4,7,8,7,7,gpt-5-mini-2025-08-07,1110,855
2663,274,1,5,7,7,7,5,4,5,5,6,6,6,7,6,5,4,6,8,7,7,gpt-5-mini-2025-08-07,982,855
2664,274,2,5,7,7,7,5,3,6,5,7,6,6,7,5,5,4,6,8,7,7,gpt-5-mini-2025-08-07,790,855
2665,275,0,6,6,8,5,7,4,3,8,7,5,4,6,6,5,5,6,7,7,7,gpt-5-mini-2025-08-07,1046,1116
2666,275,1,5,6,7,6,6,2,3,8,7,6,6,6,6,5,4,7,7,7,7,gpt-5-mini-2025-08-07,1110,1116
2667,275,2,5,6,7,5,7,3,3,7,7,6,4,6,6,5,5,7,7,7,7,gpt-5-mini-2025-08-07,918,1116
2668,276,0,6,7,7,7,3,3,7,6,6,6,6,7,8,4,3,3,4,3,5,gpt-5-mini-2025-08-07,982,1522
2669,276,1,6,6,6,6,3,3,7,6,5,6,6,6,7,4,3,3,4,5,6,gpt-5-mini-2025-08-07,1046,1522
2670,276,2,6,7,7,6,2,4,8,6,6,7,6,7,7,4,3,2,3,5,5,gpt-5-mini-2025-08-07,1110,1522
2671,277,0,6,4,3,7,5,5,3,7,3,2,4,6,7,3,3,4,7,7,7,gpt-5-mini-2025-08-07,854,826
2672,277,1,7,4,3,7,3,5,4,7,3,3,5,6,5,3,2,3,7,7,6,gpt-5-mini-2025-08-07,918,826
2673,277,2,6,3,3,6,4,4,3,6,3,2,5,5,6,3,3,4,7,7,7,gpt-5-mini-2025-08-07,835,826
2674,278,0,4,4,5,4,6,3,5,5,4,3,7,5,2,4,6,6,7,6,7,gpt-5-mini-2025-08-07,854,1098
2675,278,1,3,3,6,5,7,2,2,5,6,3,7,6,3,5,6,7,8,7,8,gpt-5-mini-2025-08-07,1046,1098
2676,278,2,3,3,5,4,7,2,3,5,6,3,6,5,2,5,6,7,7,6,7,gpt-5-mini-2025-08-07,1174,1098
2677,279,0,2,6,7,3,4,2,3,5,7,5,4,3,2,3,3,6,8,8,7,gpt-5-mini-2025-08-07,1110,708
2678,279,1,3,5,7,4,3,3,3,4,7,5,4,4,3,4,3,6,8,8,7,gpt-5-mini-2025-08-07,790,708
2679,279,2,3,5,7,5,5,2,3,4,7,4,5,5,3,5,4,6,8,8,7,gpt-5-mini-2025-08-07,1110,708
2680,280,0,6,3,5,2,4,6,3,6,5,3,6,3,4,5,3,6,8,6,8,gpt-5-mini-2025-08-07,1046,1046
2681,280,1,6,3,5,2,5,5,4,6,5,3,7,2,4,5,3,8,8,7,8,gpt-5-mini-2025-08-07,854,1046
2682,280,2,8,3,6,2,5,7,3,8,6,3,7,3,4,5,4,8,8,7,8,gpt-5-mini-2025-08-07,1174,1046
2683,281,0,7,3,3,7,3,7,6,7,3,2,5,6,7,4,2,6,6,7,7,gpt-5-mini-2025-08-07,918,1180
2684,281,1,7,3,4,7,4,8,6,7,3,2,6,7,7,5,3,6,6,7,7,gpt-5-mini-2025-08-07,854,1180
2685,281,2,8,3,3,7,4,8,6,7,3,3,6,7,7,5,3,6,6,6,7,gpt-5-mini-2025-08-07,1110,1180
2686,282,0,6,4,6,6,5,4,4,6,5,4,4,4,6,5,3,5,6,6,6,gpt-5-mini-2025-08-07,982,811
2687,282,1,6,3,4,6,6,3,4,6,5,3,4,5,7,5,2,5,5,6,6,gpt-5-mini-2025-08-07,1174,811
2688,282,2,7,4,6,6,4,2,5,6,6,3,4,6,6,5,3,4,6,6,6,gpt-5-mini-2025-08-07,1238,811
2689,283,0,3,4,6,6,4,2,4,4,5,3,7,6,7,6,4,5,3,4,5,gpt-5-mini-2025-08-07,982,800
2690,283,1,3,3,4,5,5,3,5,4,4,3,6,6,6,5,4,4,2,2,3,gpt-5-mini-2025-08-07,1110,800
2691,283,2,3,3,5,5,4,2,5,4,4,3,7,6,7,5,4,4,4,4,5,gpt-5-mini-2025-08-07,790,800
2692,284,0,4,6,8,6,5,3,4,7,7,5,3,6,4,6,6,6,8,7,7,gpt-5-mini-2025-08-07,790,829
2693,284,1,3,6,8,7,6,2,4,7,7,5,4,7,5,5,5,6,8,7,6,gpt-5-mini-2025-08-07,982,829
2694,284,2,4,6,8,7,7,3,4,7,7,6,4,7,5,5,5,6,8,7,7,gpt-5-mini-2025-08-07,1047,829
2695,285,0,4,3,6,3,6,3,3,4,6,3,4,5,2,6,5,7,8,7,8,gpt-5-mini-2025-08-07,854,1031
2696,285,1,4,4,6,3,6,2,2,5,6,3,5,4,2,5,4,7,9,8,9,gpt-5-mini-2025-08-07,854,1031
2697,285,2,3,3,6,4,7,2,2,4,6,4,3,5,2,6,6,8,9,8,8,gpt-5-mini-2025-08-07,854,1031
2698,286,0,4,4,5,5,3,2,2,4,4,3,5,5,2,4,3,3,6,6,6,gpt-5-mini-2025-08-07,919,754
2699,286,1,4,4,5,5,3,2,2,5,4,3,5,4,3,6,3,3,6,7,6,gpt-5-mini-2025-08-07,1046,754
2700,286,2,3,5,5,5,3,2,2,3,5,4,4,4,3,4,3,4,6,7,6,gpt-5-mini-2025-08-07,918,754
2701,287,0,2,6,7,2,3,2,2,3,7,6,4,4,2,4,3,3,5,4,4,gpt-5-mini-2025-08-07,1046,637
2702,287,1,4,5,7,3,2,3,2,4,6,5,5,4,2,4,2,2,6,3,3,gpt-5-mini-2025-08-07,982,637
2703,287,2,3,5,6,2,4,3,2,5,6,4,4,3,2,5,3,3,6,5,4,gpt-5-mini-2025-08-07,1046,637
2704,288,0,5,3,4,6,3,6,5,5,3,2,6,6,6,5,2,6,5,3,6,gpt-5-mini-2025-08-07,1110,851
2705,288,1,5,3,4,6,3,5,4,4,4,3,6,6,6,5,2,5,5,3,5,gpt-5-mini-2025-08-07,1174,851
2706,288,2,5,3,3,6,3,4,5,6,3,3,6,5,6,5,2,5,5,3,6,gpt-5-mini-2025-08-07,1110,851
2707,289,0,5,6,4,5,5,2,4,6,4,3,5,5,3,4,3,6,7,5,7,gpt-5-mini-2025-08-07,918,848
2708,289,1,5,6,5,3,4,3,3,5,5,4,3,4,3,4,3,5,8,5,6,gpt-5-mini-2025-08-07,819,848
2709,289,2,5,5,4,5,5,3,4,5,3,2,5,5,3,5,3,6,7,6,7,gpt-5-mini-2025-08-07,919,848
2710,290,0,6,3,4,5,4,6,5,6,3,3,4,4,8,3,2,6,6,7,7,gpt-5-mini-2025-08-07,1174,1348
2711,290,1,6,2,3,7,5,6,5,5,3,2,4,6,8,4,3,7,7,7,8,gpt-5-mini-2025-08-07,854,1348
2712,290,2,7,3,4,6,5,7,5,6,3,3,5,6,8,4,3,7,7,7,8,gpt-5-mini-2025-08-07,983,1348
2713,291,0,7,3,4,3,6,3,6,8,4,3,2,3,2,2,4,7,7,8,8,gpt-5-mini-2025-08-07,1046,936
2714,291,1,8,3,5,3,6,6,6,7,4,3,2,3,3,2,4,6,7,8,7,gpt-5-mini-2025-08-07,854,936
2715,291,2,7,3,4,3,6,5,7,7,4,3,3,3,4,2,5,7,8,8,7,gpt-5-mini-2025-08-07,982,936
2716,292,0,4,5,5,4,4,4,3,4,5,4,5,6,3,3,3,6,8,7,7,gpt-5-mini-2025-08-07,982,952
2717,292,1,4,4,5,4,5,3,2,3,5,3,5,5,2,4,4,7,8,8,8,gpt-5-mini-2025-08-07,1046,952
2718,292,2,3,4,5,3,4,4,2,3,4,3,5,4,4,3,3,7,8,8,7,gpt-5-mini-2025-08-07,1046,952
2719,293,0,6,5,6,4,7,2,8,6,5,4,5,5,3,4,5,7,6,6,7,gpt-5-mini-2025-08-07,790,927
2720,293,1,6,6,7,4,8,3,8,7,6,6,5,5,3,7,6,8,5,4,7,gpt-5-mini-2025-08-07,1174,927
2721,293,2,5,5,6,4,8,3,8,5,5,5,4,4,3,5,6,7,5,6,7,gpt-5-mini-2025-08-07,1046,927
2722,294,0,5,2,3,5,5,6,3,4,4,2,6,4,6,4,4,7,8,7,7,gpt-5-mini-2025-08-07,918,1677
2723,294,1,3,2,4,5,5,4,2,3,3,2,6,4,6,3,5,6,8,7,7,gpt-5-mini-2025-08-07,982,1677
2724,294,2,4,2,3,4,5,5,3,3,3,2,6,4,6,3,3,6,8,7,7,gpt-5-mini-2025-08-07,918,1677
2725,295,0,7,3,3,6,5,4,4,8,3,2,6,5,6,5,3,6,5,6,7,gpt-5-mini-2025-08-07,982,958
2726,295,1,7,3,3,6,5,3,4,7,3,3,6,5,6,5,4,6,5,6,7,gpt-5-mini-2025-08-07,854,958
2727,295,2,7,4,3,5,6,6,4,8,3,2,6,5,6,5,4,6,5,6,7,gpt-5-mini-2025-08-07,726,958
2728,296,0,4,6,7,6,4,2,3,5,7,6,6,6,7,5,3,3,7,6,7,gpt-5-mini-2025-08-07,1046,791
2729,296,1,4,5,7,6,3,3,2,5,7,6,6,6,6,5,3,4,8,6,7,gpt-5-mini-2025-08-07,982,791
2730,296,2,4,5,8,6,3,2,3,5,7,6,7,6,6,4,2,4,7,6,6,gpt-5-mini-2025-08-07,983,791
2731,297,0,6,3,3,5,6,7,8,7,3,2,3,4,6,4,5,7,7,3,7,gpt-5-mini-2025-08-07,918,876
2732,297,1,8,4,3,3,7,7,9,8,3,2,3,4,5,5,6,8,7,3,7,gpt-5-mini-2025-08-07,982,876
2733,297,2,8,4,4,5,7,7,9,8,3,3,4,4,6,5,6,8,7,6,7,gpt-5-mini-2025-08-07,854,876
2734,298,0,3,4,7,4,7,2,4,6,7,5,3,4,2,5,6,7,7,7,7,gpt-5-mini-2025-08-07,1174,812
2735,298,1,3,4,7,5,7,2,3,3,7,3,5,5,6,6,6,7,6,7,7,gpt-5-mini-2025-08-07,918,812
2736,298,2,3,4,7,5,7,2,2,4,6,3,5,5,4,5,5,7,7,8,8,gpt-5-mini-2025-08-07,854,812
2737,299,0,4,2,3,2,4,2,3,5,3,2,5,4,2,3,3,5,8,7,8,gpt-5-mini-2025-08-07,1175,1397
2738,299,1,4,3,5,2,4,2,3,5,5,3,5,4,2,4,3,5,8,8,8,gpt-5-mini-2025-08-07,982,1397
2739,299,2,4,3,4,2,4,3,2,4,4,2,5,3,2,3,5,6,9,8,8,gpt-5-mini-2025-08-07,982,1397
2770,310,0,6,7,7,6,5,3,5,6,6,6,6,7,4,5,5,7,6,8,6,gpt-5-mini-2025-08-07,982,783
2771,310,1,6,6,7,6,6,3,7,6,7,6,5,7,3,4,5,6,4,7,5,gpt-5-mini-2025-08-07,1046,783
2772,310,2,6,7,7,6,5,2,5,6,6,6,5,7,4,4,5,6,5,7,6,gpt-5-mini-2025-08-07,1110,783
2773,311,0,3,3,6,6,3,2,3,4,6,5,7,7,7,4,2,5,7,5,6,gpt-5-mini-2025-08-07,918,915
2774,311,1,3,5,6,4,4,2,4,3,6,4,7,7,7,5,4,4,7,6,6,gpt-5-mini-2025-08-07,1046,915
2775,311,2,3,5,6,6,3,2,4,4,6,5,6,7,6,4,3,4,7,5,6,gpt-5-mini-2025-08-07,982,915
2776,312,0,6,2,3,4,5,5,4,6,3,2,4,3,5,3,2,5,4,4,5,gpt-5-mini-2025-08-07,1046,1136
2777,312,1,6,2,3,4,4,6,4,5,2,2,3,2,5,3,2,3,3,4,6,gpt-5-mini-2025-08-07,1046,1136
2778,312,2,6,2,2,3,4,6,5,5,2,2,4,3,4,3,2,5,3,3,4,gpt-5-mini-2025-08-07,1366,1136
2779,313,0,6,5,7,2,6,3,4,6,6,5,3,4,3,5,4,5,7,7,7,gpt-5-mini-2025-08-07,854,1281
2780,313,1,6,5,6,3,5,3,4,6,5,4,3,3,3,5,4,6,7,7,6,gpt-5-mini-2025-08-07,790,1281
2781,313,2,6,6,7,3,6,4,4,7,6,5,3,4,3,4,4,6,7,7,6,gpt-5-mini-2025-08-07,1091,1281
2782,314,0,3,7,7,6,8,2,3,5,7,6,6,7,3,3,8,7,8,7,8,gpt-5-mini-2025-08-07,855,1502
2783,314,1,4,7,7,6,8,3,2,5,7,6,6,8,3,3,7,7,8,7,8,gpt-5-mini-2025-08-07,854,1502
2784,314,2,5,7,7,5,8,3,3,5,6,5,6,7,3,3,7,7,8,7,8,gpt-5-mini-2025-08-07,854,1502
2785,315,0,5,2,3,6,3,6,7,5,3,2,6,5,5,4,2,5,6,5,6,gpt-5-mini-2025-08-07,854,888
2786,315,1,5,3,4,6,5,4,6,5,4,3,6,5,5,3,4,5,6,6,6,gpt-5-mini-2025-08-07,899,888
2787,315,2,6,3,3,7,3,3,6,6,3,2,5,5,6,3,2,5,7,6,7,gpt-5-mini-2025-08-07,982,888
2788,316,0,6,3,6,5,6,6,6,6,5,3,4,5,3,3,4,6,8,8,8,gpt-5-mini-2025-08-07,983,1353
2789,316,1,6,3,5,4,7,5,6,6,5,3,4,5,3,4,4,6,9,9,8,gpt-5-mini-2025-08-07,982,1353
2790,316,2,5,3,6,6,6,4,5,5,5,3,5,5,3,4,4,6,8,8,8,gpt-5-mini-2025-08-07,1174,1353
2791,317,0,4,3,6,3,6,3,4,5,5,3,4,4,2,5,5,7,8,7,8,gpt-5-mini-2025-08-07,1110,1299
2792,317,1,4,3,5,4,7,4,2,4,6,3,4,4,2,5,7,7,8,7,8,gpt-5-mini-2025-08-07,918,1299
2793,317,2,4,3,5,4,6,3,3,4,5,2,5,4,2,3,4,7,8,7,7,gpt-5-mini-2025-08-07,918,1299
2794,318,0,4,3,3,2,4,3,2,5,3,2,4,3,5,4,3,5,7,6,7,gpt-5-mini-2025-08-07,854,827
